date,category,menu,quantity,total price,payment,mode
2024-08-22,Sandwich,Cheeseburger With Egg + Coleslaw,4,188,Cash,Physical
2024-08-22,Sandwich,Cheeseburger + Coleslaw,2,64,Cash,Physical
2024-08-22,Sandwich,Burger With Ham,5,175,Cash,Physical
2024-08-22,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-08-22,Shake,Special Mango Shake With Boba (S),1,70,Cash,Delivered
2024-08-22,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-08-22,Sandwich,Burger,1,20,Gcash,Physical
2024-08-22,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-08-22,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-08-22,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-08-22,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-08-22,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-08-22,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2024-08-22,Others,Strawberry And Cream Cheese (M),1,85,Cash,Delivered
2024-08-22,Shake,Special Mango Shake With Boba (S),5,350,Cash,Physical
2024-08-22,Shake,Mango Shake (M),3,210,Gcash,Physical
2024-08-22,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2024-08-22,Shake,Mango Shake (M),1,70,Cash,Physical
2024-08-22,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-08-23,Shake,Smoothie (L),2,200,Cash,Physical
2024-08-23,Shake,Special Mango Shake With Boba (L),3,330,Gcash,Physical
2024-08-23,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-08-23,Shake,Mango Shake (L),1,90,Cash,Physical
2024-08-23,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-08-23,Sandwich,Cheeseburger,1,27,Gcash,Physical
2024-08-23,Sandwich,Ham Sandwich With Cheese,1,32,Gcash,Physical
2024-08-23,Sandwich,Ham Sandwich + Coleslaw,5,160,Cash,Physical
2024-08-23,Sandwich,Egg Sandwich With Cheese,1,32,Gcash,Physical
2024-08-23,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-23,Shake,Special Mango Shake With Boba (L),4,440,Cash,Physical
2024-08-23,Shake,Smoothie (M),5,400,Cash,Delivered
2024-08-23,Sandwich,Burger With Ham,1,35,Gcash,Physical
2024-08-23,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-08-23,Shake,Mango Shake (M),4,280,Cash,Delivered
2024-08-23,Others,Siomai,1,10,Cash,Physical
2024-08-23,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-23,Sandwich,Cheeseburger With Egg,1,42,Gcash,Physical
2024-08-24,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-08-24,Others,French Fries,1,25,Cash,Physical
2024-08-24,Shake,Mango Graham Shake (L),1,105,Gcash,Physical
2024-08-24,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2024-08-24,Shake,Mango Graham Shake (L),3,315,Cash,Delivered
2024-08-24,Others,Strawberry And Cream Cheese (M),1,85,Cash,Physical
2024-08-24,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-08-24,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-08-24,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-24,Sandwich,Ham Sandwich,1,27,Cash,Physical
2024-08-24,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical
2024-08-24,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-08-24,Sandwich,Cheeseburger With Ham + Coleslaw,4,180,Gcash,Physical
2024-08-24,Others,Siomai,1,10,Gcash,Physical
2024-08-24,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-08-24,Others,Strawberry And Cream Cheese (M),2,170,Gcash,Physical
2024-08-24,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-08-24,Sandwich,Ham Sandwich With Egg,5,200,Gcash,Physical
2024-08-24,Shake,Mango Graham Shake (L),2,210,Cash,Physical
2024-08-24,Shake,Mango Shake (M),2,140,Cash,Physical
2024-08-24,Sandwich,Burger With Ham + Coleslaw,3,120,Cash,Physical
2024-08-24,Shake,Special Mango Shake With Boba (L),1,110,Cash,Delivered
2024-08-24,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,2,100,Cash,Physical
2024-08-24,Sandwich,Ham Sandwich With Egg,4,160,Cash,Physical
2024-08-24,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-08-24,Sandwich,Cheeseburger + Coleslaw,3,96,Gcash,Physical
2024-08-24,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-08-24,Sandwich,Egg Sandwich With Cheese + Coleslaw,4,148,Cash,Physical
2024-08-25,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2024-08-25,Sandwich,Burger,3,60,Gcash,Physical
2024-08-25,Shake,Mango Shake (L),3,270,Cash,Physical
2024-08-25,Sandwich,Burger With Ham,1,35,Gcash,Physical
2024-08-25,Sandwich,Ham Sandwich With Egg,2,80,Cash,Physical
2024-08-25,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-08-25,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-08-25,Shake,Smoothie (S),2,120,Cash,Physical
2024-08-25,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-08-25,Shake,Avocado Shake (S),5,250,Cash,Physical
2024-08-25,Shake,Mango Graham Shake (M),1,85,Gcash,Physical
2024-08-25,Shake,Mango Shake (S),1,50,Cash,Physical
2024-08-25,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-08-25,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-08-25,Shake,Mango Shake (L),1,90,Cash,Physical
2024-08-25,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2024-08-25,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-25,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2024-08-25,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical
2024-08-25,Sandwich,Cheeseburger,3,81,Cash,Physical
2024-08-25,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-25,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical
2024-08-25,Shake,Mango Graham Shake (L),4,420,Cash,Physical
2024-08-25,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-25,Shake,Special Mango Shake With Boba (M),3,270,Gcash,Physical
2024-08-25,Others,All In,1,53,Cash,Physical
2024-08-25,Shake,Mango Shake (S),5,250,Cash,Physical
2024-08-25,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-25,Shake,Smoothie (L),1,100,Cash,Physical
2024-08-25,Sandwich,Egg Sandwich With Cheese,4,128,Gcash,Physical
2024-08-25,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-08-25,Shake,Special Mango Shake With Boba (S),5,350,Cash,Physical
2024-08-25,Shake,Smoothie (M),1,80,Cash,Physical
2024-08-26,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2024-08-26,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-26,Shake,Mango Shake (M),1,70,Gcash,Physical
2024-08-26,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2024-08-26,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-08-26,Shake,Mango Shake (L),5,450,Cash,Delivered
2024-08-26,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-08-26,Shake,Special Mango Shake With Boba (S),4,280,Cash,Physical
2024-08-26,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-08-26,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2024-08-26,Shake,Special Mango Shake With Boba (S),4,280,Cash,Physical
2024-08-26,Sandwich,Burger With Ham,1,35,Gcash,Physical
2024-08-26,Shake,Mango Shake (L),1,90,Cash,Physical
2024-08-26,Shake,Mango Shake (S),1,50,Cash,Physical
2024-08-26,Others,Cheese Stick,1,2,Cash,Physical
2024-08-26,Shake,Mango Graham Shake (S),1,65,Gcash,Physical
2024-08-26,Sandwich,Ham Sandwich With Egg,5,200,Gcash,Delivered
2024-08-27,Others,All In,1,53,Cash,Physical
2024-08-27,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Gcash,Physical
2024-08-27,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-08-27,Shake,Special Mango Shake With Boba (M),1,90,Gcash,Physical
2024-08-27,Shake,Smoothie (L),1,100,Cash,Physical
2024-08-27,Shake,Smoothie (M),1,80,Cash,Physical
2024-08-27,Shake,Smoothie (L),1,100,Cash,Physical
2024-08-27,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2024-08-27,Shake,Avocado Shake (L),4,360,Cash,Physical
2024-08-27,Sandwich,Egg Sandwich With Cheese,2,64,Cash,Physical
2024-08-27,Shake,Smoothie (L),1,100,Cash,Physical
2024-08-27,Others,Popcorn,1,10,Cash,Physical
2024-08-27,Sandwich,Egg Sandwich With Cheese + Coleslaw,2,74,Cash,Physical
2024-08-27,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-08-27,Sandwich,Burger With Ham + Coleslaw,1,40,Gcash,Physical
2024-08-27,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical
2024-08-27,Sandwich,Cheeseburger,3,81,Cash,Delivered
2024-08-27,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2024-08-27,Shake,Smoothie (L),1,100,Cash,Physical
2024-08-27,Sandwich,Burger + Coleslaw,2,50,Cash,Physical
2024-08-27,Others,Popcorn,1,10,Cash,Physical
2024-08-27,Shake,Special Mango Shake With Boba (S),1,70,Cash,Delivered
2024-08-27,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2024-08-27,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-08-27,Shake,Avocado Shake (S),3,150,Cash,Physical
2024-08-28,Shake,Avocado Shake (M),5,350,Cash,Physical
2024-08-28,Sandwich,Ham Sandwich With Egg + Coleslaw,3,135,Cash,Physical
2024-08-28,Others,All In,1,53,Cash,Physical
2024-08-28,Shake,Smoothie (M),1,80,Cash,Physical
2024-08-28,Sandwich,Burger + Coleslaw,1,25,Cash,Physical
2024-08-28,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2024-08-28,Shake,Mango Graham Shake (L),4,420,Cash,Physical
2024-08-28,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-08-28,Sandwich,Ham Sandwich With Egg,2,80,Cash,Physical
2024-08-28,Sandwich,Cheeseburger With Ham,3,120,Cash,Physical
2024-08-29,Shake,Special Mango Shake With Boba (M),1,90,Gcash,Physical
2024-08-29,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-08-29,Sandwich,Cheeseburger,1,27,Cash,Delivered
2024-08-29,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-08-29,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-08-29,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-08-29,Sandwich,Burger With Ham,1,35,Gcash,Delivered
2024-08-29,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-08-29,Shake,Smoothie (L),5,500,Gcash,Physical
2024-08-29,Sandwich,Burger With Ham,4,140,Cash,Physical
2024-08-29,Shake,Mango Shake (S),1,50,Gcash,Physical
2024-08-29,Shake,Mango Shake (S),1,50,Cash,Physical
2024-08-29,Shake,Special Mango Shake With Boba (M),5,450,Cash,Physical
2024-08-29,Shake,Avocado Shake (S),3,150,Cash,Physical
2024-08-29,Sandwich,Cheeseburger With Egg + Coleslaw,4,188,Cash,Physical
2024-08-29,Shake,Special Mango Shake With Boba (S),1,70,Gcash,Physical
2024-08-29,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-08-29,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-08-29,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-08-29,Shake,Smoothie (M),1,80,Cash,Physical
2024-08-29,Shake,Smoothie (S),1,60,Cash,Physical
2024-08-29,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-29,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-08-29,Sandwich,Cheeseburger,4,108,Cash,Physical
2024-08-29,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-08-29,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-08-29,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-08-30,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2024-08-30,Sandwich,Egg Sandwich + Coleslaw,1,30,Cash,Physical
2024-08-30,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-08-30,Sandwich,Egg Sandwich,3,75,Gcash,Physical
2024-08-30,Sandwich,Ham Sandwich With Egg,3,120,Cash,Physical
2024-08-30,Shake,Mango Shake (L),1,90,Cash,Physical
2024-08-30,Sandwich,Cheeseburger With Egg,2,84,Cash,Physical
2024-08-30,Shake,Mango Shake (S),3,150,Cash,Physical
2024-08-30,Shake,Smoothie (M),1,80,Cash,Physical
2024-08-30,Shake,Mango Shake (M),1,70,Gcash,Physical
2024-08-30,Shake,Special Mango Shake With Boba (L),5,550,Cash,Physical
2024-08-30,Shake,Smoothie (L),1,100,Cash,Physical
2024-08-30,Shake,Mango Shake (M),1,70,Cash,Physical
2024-08-30,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2024-08-30,Shake,Smoothie (S),3,180,Gcash,Physical
2024-08-30,Shake,Smoothie (S),1,60,Cash,Physical
2024-08-30,Sandwich,Cheeseburger With Egg,1,42,Gcash,Physical
2024-08-30,Sandwich,Ham Sandwich,4,108,Gcash,Physical
2024-08-30,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-08-30,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-08-30,Sandwich,Ham Sandwich With Cheese,4,128,Cash,Delivered
2024-08-30,Shake,Smoothie (S),1,60,Cash,Physical
2024-08-30,Sandwich,Ham Sandwich,1,27,Gcash,Physical
2024-08-30,Shake,Smoothie (L),1,100,Cash,Physical
2024-08-30,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2024-08-30,Sandwich,Ham Sandwich With Cheese,4,128,Cash,Physical
2024-08-30,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-08-30,Shake,Mango Graham Shake (S),1,65,Gcash,Physical
2024-08-30,Shake,Mango Shake (L),1,90,Cash,Physical
2024-08-30,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2024-08-30,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2024-08-30,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-08-30,Shake,Special Mango Shake With Boba (S),1,70,Gcash,Physical
2024-08-30,Sandwich,Ham Sandwich,2,54,Cash,Physical
2024-08-30,Sandwich,Burger + Coleslaw,2,50,Cash,Delivered
2024-08-31,Sandwich,Burger,1,20,Cash,Delivered
2024-08-31,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-08-31,Sandwich,Egg Sandwich With Cheese,2,64,Cash,Physical
2024-08-31,Shake,Mango Shake (S),1,50,Cash,Physical
2024-08-31,Sandwich,Cheeseburger With Egg,4,168,Cash,Physical
2024-08-31,Shake,Smoothie (M),1,80,Cash,Physical
2024-08-31,Sandwich,Ham Sandwich With Cheese,3,96,Cash,Physical
2024-08-31,Shake,Avocado Shake (L),1,90,Gcash,Physical
2024-08-31,Shake,Mango Shake (M),1,70,Cash,Physical
2024-08-31,Others,Strawberry And Cream Cheese (M),1,85,Cash,Physical
2024-08-31,Shake,Mango Shake (L),1,90,Cash,Physical
2024-08-31,Others,Strawberry And Cream Cheese (M),1,85,Cash,Physical
2024-08-31,Others,Siomai,1,10,Gcash,Physical
2024-08-31,Shake,Mango Shake (L),1,90,Cash,Physical
2024-08-31,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-08-31,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-08-31,Shake,Smoothie (S),5,300,Cash,Physical
2024-08-31,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-08-31,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-08-31,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-08-31,Others,Popcorn,1,10,Cash,Physical
2024-08-31,Shake,Mango Shake (M),4,280,Cash,Physical
2024-08-31,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-08-31,Others,French Fries,1,25,Cash,Physical
2024-08-31,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-08-31,Shake,Special Mango Shake With Boba (L),3,330,Cash,Physical
2024-09-01,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-09-01,Shake,Mango Shake (L),1,90,Cash,Physical
2024-09-01,Sandwich,Egg Sandwich + Coleslaw,1,30,Cash,Physical
2024-09-01,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-09-01,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-09-01,Shake,Special Mango Shake With Boba (S),5,350,Cash,Physical
2024-09-01,Shake,Mango Shake (S),3,150,Cash,Physical
2024-09-01,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2024-09-01,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-09-01,Shake,Avocado Shake (M),4,280,Cash,Physical
2024-09-01,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical
2024-09-01,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-09-01,Shake,Avocado Shake (S),3,150,Cash,Physical
2024-09-01,Shake,Special Mango Shake With Boba (S),1,70,Cash,Delivered
2024-09-01,Others,Strawberry And Cream Cheese (M),1,85,Cash,Physical
2024-09-01,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-09-01,Shake,Mango Graham Shake (L),3,315,Cash,Physical
2024-09-01,Sandwich,Ham Sandwich With Cheese,3,96,Cash,Physical
2024-09-01,Sandwich,Burger With Ham + Coleslaw,1,40,Cash,Physical
2024-09-01,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-09-01,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-09-01,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-09-01,Shake,Mango Graham Shake (L),2,210,Cash,Physical
2024-09-01,Shake,Smoothie (M),1,80,Cash,Physical
2024-09-01,Sandwich,Cheeseburger,1,27,Gcash,Physical
2024-09-01,Sandwich,Burger,1,20,Cash,Physical
2024-09-01,Sandwich,Ham Sandwich With Egg And Cheese,3,135,Cash,Physical
2024-09-01,Shake,Mango Graham Shake (M),2,170,Cash,Physical
2024-09-01,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-09-01,Sandwich,Cheeseburger,5,135,Cash,Physical
2024-09-01,Shake,Smoothie (M),2,160,Cash,Physical
2024-09-01,Shake,Smoothie (L),1,100,Cash,Physical
2024-09-01,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,1,50,Cash,Physical
2024-09-01,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-09-01,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Gcash,Physical
2024-09-01,Shake,Avocado Shake (L),5,450,Cash,Physical
2024-09-01,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-09-01,Shake,Avocado Shake (M),1,70,Gcash,Physical
2024-09-01,Shake,Mango Graham Shake (L),2,210,Cash,Physical
2024-09-01,Shake,Mango Graham Shake (S),1,65,Gcash,Physical
2024-09-01,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-09-02,Shake,Smoothie (S),4,240,Cash,Physical
2024-09-02,Shake,Smoothie (S),1,60,Cash,Physical
2024-09-02,Sandwich,Cheeseburger With Ham,1,40,Gcash,Physical
2024-09-02,Shake,Mango Shake (M),1,70,Cash,Physical
2024-09-02,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-09-02,Sandwich,Burger + Coleslaw,1,25,Gcash,Physical
2024-09-02,Sandwich,Ham Sandwich With Cheese,2,64,Cash,Physical
2024-09-02,Sandwich,Cheeseburger With Egg + Coleslaw,1,47,Cash,Physical
2024-09-02,Others,Strawberry And Cream Cheese (S),1,65,Gcash,Physical
2024-09-02,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-09-02,Others,Strawberry And Cream Cheese (L),1,105,Gcash,Physical
2024-09-02,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-09-02,Shake,Avocado Shake (S),4,200,Cash,Physical
2024-09-02,Shake,Special Mango Shake With Boba (L),3,330,Cash,Physical
2024-09-02,Shake,Smoothie (S),1,60,Cash,Physical
2024-09-02,Sandwich,Ham Sandwich,5,135,Cash,Delivered
2024-09-02,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-09-02,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-09-02,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-09-02,Shake,Smoothie (L),1,100,Cash,Physical
2024-09-02,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-09-02,Others,Strawberry And Cream Cheese (M),3,255,Cash,Physical
2024-09-02,Sandwich,Cheeseburger With Ham + Coleslaw,1,45,Cash,Physical
2024-09-02,Others,French Fries,1,25,Gcash,Physical
2024-09-02,Others,Cheese Stick,1,2,Cash,Physical
2024-09-02,Shake,Mango Graham Shake (L),3,315,Cash,Physical
2024-09-02,Sandwich,Burger + Coleslaw,1,25,Cash,Physical
2024-09-02,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-09-02,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-09-02,Sandwich,Egg Sandwich,1,25,Gcash,Physical
2024-09-02,Sandwich,Cheeseburger With Egg + Coleslaw,2,94,Cash,Physical
2024-09-02,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,4,200,Cash,Physical
2024-09-02,Sandwich,Egg Sandwich,3,75,Cash,Physical
2024-09-02,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-09-03,Shake,Mango Shake (S),1,50,Cash,Physical
2024-09-03,Shake,Smoothie (M),1,80,Gcash,Physical
2024-09-03,Shake,Mango Shake (S),1,50,Cash,Physical
2024-09-03,Sandwich,Burger With Ham + Coleslaw,1,40,Cash,Physical
2024-09-03,Shake,Smoothie (L),1,100,Cash,Physical
2024-09-03,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-09-03,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-09-03,Others,Cheese Stick,1,2,Gcash,Physical
2024-09-03,Shake,Smoothie (L),1,100,Cash,Physical
2024-09-03,Shake,Smoothie (M),3,240,Gcash,Physical
2024-09-03,Shake,Mango Shake (S),3,150,Cash,Physical
2024-09-03,Shake,Avocado Shake (M),2,140,Cash,Physical
2024-09-03,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-09-03,Shake,Mango Shake (M),4,280,Cash,Physical
2024-09-03,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-09-03,Shake,Special Mango Shake With Boba (M),1,90,Gcash,Physical
2024-09-03,Shake,Avocado Shake (S),2,100,Gcash,Physical
2024-09-03,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-09-03,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,4,200,Cash,Physical
2024-09-03,Shake,Mango Shake (L),1,90,Cash,Physical
2024-09-03,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-09-03,Sandwich,Burger + Coleslaw,1,25,Gcash,Physical
2024-09-03,Shake,Avocado Shake (M),1,70,Gcash,Physical
2024-09-03,Shake,Avocado Shake (L),4,360,Cash,Physical
2024-09-03,Shake,Mango Graham Shake (M),4,340,Cash,Physical
2024-09-03,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-09-03,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-09-03,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2024-09-03,Sandwich,Cheeseburger With Egg + Coleslaw,2,94,Cash,Physical
2024-09-03,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-09-03,Sandwich,Burger + Coleslaw,1,25,Cash,Physical
2024-09-03,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2024-09-03,Shake,Avocado Shake (M),1,70,Cash,Delivered
2024-09-03,Others,Strawberry And Cream Cheese (M),3,255,Cash,Physical
2024-09-03,Sandwich,Ham Sandwich,1,27,Cash,Physical
2024-09-04,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2024-09-04,Sandwich,Cheeseburger With Ham + Coleslaw,1,45,Cash,Physical
2024-09-04,Sandwich,Cheeseburger With Egg,4,168,Cash,Physical
2024-09-04,Others,Strawberry And Cream Cheese (L),4,420,Cash,Physical
2024-09-04,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2024-09-04,Sandwich,Egg Sandwich,3,75,Cash,Physical
2024-09-04,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-09-04,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-09-04,Sandwich,Egg Sandwich,5,125,Cash,Physical
2024-09-04,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-09-04,Shake,Mango Shake (L),4,360,Cash,Physical
2024-09-04,Sandwich,Egg Sandwich,4,100,Cash,Physical
2024-09-04,Shake,Smoothie (L),4,400,Gcash,Physical
2024-09-04,Others,Strawberry And Cream Cheese (S),1,65,Cash,Physical
2024-09-04,Sandwich,Ham Sandwich,5,135,Cash,Physical
2024-09-04,Shake,Mango Shake (M),1,70,Cash,Physical
