date,category,menu,quantity,total price,payment,mode,unit_price
2024-06-29,Shake,Mango Graham Shake (S),1,65,Cash,Physical,65.0
2024-06-29,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical,32.0
2024-06-29,Shake,Mango Graham Shake (S),1,65,Gcash,Physical,65.0
2024-06-29,Sandwich,Cheeseburgerr With Ham,1,40,Cash,Physical,40.0
2024-06-29,Shake,Mango Shake (M),1,70,Cash,Physical,70.0
2024-06-29,Shake,Mango Graham Shake (L),4,420,Cash,Physical,105.0
2024-06-29,Sandwich,Cheeseburgerr With Egg + Coleslaw,1,47,Cash,Physical,47.0
2024-06-29,Shake,Avocado Shake (S),1,50,Cash,Physical,50.0
2024-06-29,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical,32.0
2024-06-29,Sandwich,Ham Sandwich,1,27,Gcash,Physical,27.0
2024-06-29,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,1,50,Cash,Physical,50.0
2024-06-29,Sandwich,Cheeseburgerr With Ham,1,40,Cash,Physical,40.0
2024-06-29,Sandwich,Ham Sandwich,1,27,Gcash,Physical,27.0
2024-06-29,Shake,Mango Graham Shake (M),1,85,Cash,Physical,85.0
2024-06-29,Shake,Mango Graham Shake (S),5,325,Cash,Physical,65.0
2024-06-29,Shake,Special Mango Shake With Boba (S),3,210,Cash,Delivered,70.0
2024-06-29,Shake,Mango Graham Shake (M),1,85,Cash,Physical,85.0
2024-06-29,Others,Cheese Stick,1,2,Cash,Physical,2.0
2024-06-29,Shake,Mango Graham Shake (L),1,105,Cash,Physical,105.0
2024-06-29,Shake,Avocado Shake (L),1,90,Gcash,Delivered,90.0
2024-06-30,Others,Popcorn,1,10,Cash,Physical,10.0
2024-06-30,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2024-06-30,Sandwich,Cheeseburgerr With Ham + Coleslaw,1,45,Cash,Physical,45.0
2024-06-30,Shake,Mango Shake (M),2,140,Cash,Physical,70.0
2024-06-30,Shake,Smoothie (S),4,240,Cash,Physical,60.0
2024-06-30,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Cash,Physical,37.0
2024-06-30,Sandwich,Cheeseburgerr With Egg,1,42,Cash,Physical,42.0
2024-06-30,Sandwich,Cheeseburgerr With Egg,1,42,Cash,Physical,42.0
2024-06-30,Sandwich,Ham Sandwich With Cheese,2,64,Cash,Physical,32.0
2024-06-30,Sandwich,Burgerr,1,20,Gcash,Physical,20.0
2024-06-30,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical,32.0
2024-06-30,Others,French Fries,1,25,Cash,Physical,25.0
2024-06-30,Sandwich,Burgerr With Ham,2,70,Cash,Physical,35.0
2024-06-30,Shake,Avocado Shake (S),1,50,Cash,Physical,50.0
2024-06-30,Shake,Mango Graham Shake (S),1,65,Cash,Physical,65.0
2024-06-30,Sandwich,Cheeseburgerr With Egg,1,42,Cash,Physical,42.0
2024-06-30,Shake,Avocado Shake (S),1,50,Cash,Physical,50.0
2024-06-30,Others,Cheese Stick,1,2,Cash,Physical,2.0
2024-06-30,Shake,Mango Shake (M),1,70,Cash,Physical,70.0
2024-06-30,Others,Strawberry And Cream Cheese (L),2,210,Cash,Physical,105.0
2024-06-30,Sandwich,Burgerr With Ham,1,35,Cash,Physical,35.0
2024-06-30,Shake,Mango Graham Shake (M),1,85,Gcash,Physical,85.0
2024-06-30,Shake,Mango Graham Shake (M),2,170,Cash,Physical,85.0
2024-06-30,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical,32.0
2024-06-30,Sandwich,Burgerr With Ham,1,35,Cash,Physical,35.0
2024-06-30,Shake,Mango Shake (S),1,50,Cash,Physical,50.0
2024-06-30,Sandwich,Burgerr,1,20,Cash,Physical,20.0
2024-06-30,Shake,Mango Shake (M),1,70,Cash,Physical,70.0
2024-06-30,Shake,Smoothie (S),2,120,Cash,Physical,60.0
2024-06-30,Shake,Mango Shake (M),1,70,Gcash,Physical,70.0
2024-06-30,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical,110.0
2024-06-30,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical,90.0
2024-06-30,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical,110.0
2024-06-30,Shake,Special Mango Shake With Boba (S),1,70,Gcash,Physical,70.0
2024-06-30,Sandwich,Egg Sandwich + Coleslaw,2,60,Cash,Physical,30.0
2024-06-30,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical,70.0
2024-06-30,Shake,Avocado Shake (S),4,200,Gcash,Physical,50.0
2024-06-30,Shake,Mango Graham Shake (M),1,85,Cash,Physical,85.0
2024-06-30,Sandwich,Burgerr + Coleslaw,3,75,Cash,Physical,25.0
2024-06-30,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical,45.0
2024-06-30,Sandwich,Cheeseburgerr With Egg + Coleslaw,1,47,Cash,Physical,47.0
2024-06-30,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical,90.0
2024-06-30,Shake,Smoothie (M),1,80,Cash,Physical,80.0
2024-06-30,Others,Cheese Stick,1,2,Cash,Physical,2.0
2024-06-30,Sandwich,Ham Sandwich With Egg,1,40,Gcash,Physical,40.0
2024-06-30,Others,Siomai,1,10,Cash,Physical,10.0
2024-06-30,Shake,Avocado Shake (L),1,90,Cash,Physical,90.0
2024-06-30,Sandwich,Cheeseburgerr With Egg + Coleslaw,3,141,Cash,Physical,47.0
2024-06-30,Shake,Special Mango Shake With Boba (M),3,270,Gcash,Physical,90.0
2024-06-30,Shake,Mango Shake (S),3,150,Cash,Physical,50.0
2024-06-30,Shake,Avocado Shake (L),1,90,Cash,Delivered,90.0
2024-06-30,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical,45.0
2024-06-30,Shake,Avocado Shake (S),1,50,Cash,Physical,50.0
2024-06-30,Shake,Avocado Shake (L),1,90,Cash,Physical,90.0
2024-07-01,Sandwich,Ham Sandwich With Egg And Cheese,5,225,Cash,Physical,45.0
2024-07-01,Shake,Avocado Shake (M),1,70,Cash,Physical,70.0
2024-07-01,Shake,Mango Shake (M),1,70,Cash,Physical,70.0
2024-07-01,Sandwich,Cheeseburgerr With Egg,1,42,Cash,Physical,42.0
2024-07-01,Sandwich,Burgerr,1,20,Cash,Physical,20.0
2024-07-01,Shake,Special Mango Shake With Boba (M),3,270,Cash,Delivered,90.0
2024-07-01,Sandwich,Cheeseburgerr With Egg + Coleslaw,1,47,Cash,Physical,47.0
2024-07-01,Sandwich,Burgerr,2,40,Cash,Physical,20.0
2024-07-01,Others,Strawberry And Cream Cheese (M),1,85,Cash,Physical,85.0
2024-07-01,Sandwich,Burgerr With Ham + Coleslaw,1,40,Cash,Physical,40.0
2024-07-01,Shake,Avocado Shake (S),1,50,Cash,Physical,50.0
2024-07-01,Others,Strawberry And Cream Cheese (S),1,65,Cash,Physical,65.0
2024-07-01,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical,90.0
2024-07-01,Others,French Fries,1,25,Gcash,Physical,25.0
2024-07-01,Shake,Avocado Shake (S),2,100,Cash,Physical,50.0
2024-07-01,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical,70.0
2024-07-01,Shake,Avocado Shake (L),1,90,Gcash,Physical,90.0
2024-07-01,Shake,Mango Graham Shake (L),1,105,Gcash,Physical,105.0
2024-07-01,Sandwich,Egg Sandwich,1,25,Cash,Physical,25.0
2024-07-01,Shake,Mango Shake (S),1,50,Cash,Physical,50.0
2024-07-01,Shake,Avocado Shake (M),4,280,Cash,Physical,70.0
2024-07-01,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical,110.0
2024-07-01,Others,Cheese Stick,1,2,Cash,Physical,2.0
2024-07-01,Sandwich,Burgerr,1,20,Cash,Physical,20.0
2024-07-01,Others,Strawberry And Cream Cheese (M),5,425,Cash,Physical,85.0
2024-07-01,Shake,Mango Graham Shake (S),1,65,Cash,Physical,65.0
2024-07-01,Sandwich,Egg Sandwich,3,75,Cash,Physical,25.0
2024-07-02,Sandwich,Ham Sandwich,1,27,Cash,Physical,27.0
2024-07-02,Sandwich,Egg Sandwich + Coleslaw,5,150,Cash,Physical,30.0
2024-07-02,Sandwich,Cheeseburgerr With Egg,1,42,Cash,Physical,42.0
2024-07-02,Sandwich,Egg Sandwich,1,25,Gcash,Physical,25.0
2024-07-02,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical,32.0
2024-07-02,Shake,Mango Graham Shake (M),1,85,Gcash,Physical,85.0
2024-07-02,Sandwich,Cheeseburgerr,1,27,Cash,Physical,27.0
2024-07-02,Sandwich,Egg Sandwich With Cheese + Coleslaw,3,111,Cash,Physical,37.0
2024-07-02,Shake,Mango Graham Shake (S),4,260,Cash,Physical,65.0
2024-07-02,Shake,Smoothie (S),5,300,Gcash,Physical,60.0
2024-07-02,Sandwich,Cheeseburgerr With Ham + Coleslaw,3,135,Cash,Physical,45.0
2024-07-02,Sandwich,Ham Sandwich With Egg,2,80,Cash,Physical,40.0
2024-07-02,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2024-07-02,Others,All In,2,106,Gcash,Physical,53.0
2024-07-02,Sandwich,Cheeseburgerr With Egg,1,42,Cash,Physical,42.0
2024-07-02,Shake,Special Mango Shake With Boba (S),3,210,Cash,Physical,70.0
2024-07-02,Shake,Mango Graham Shake (M),1,85,Cash,Physical,85.0
2024-07-02,Sandwich,Ham Sandwich With Cheese,5,160,Cash,Physical,32.0
2024-07-02,Others,Popcorn,4,40,Gcash,Physical,10.0
2024-07-02,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical,45.0
2024-07-02,Sandwich,Ham Sandwich With Cheese,3,96,Cash,Physical,32.0
2024-07-02,Shake,Smoothie (L),1,100,Cash,Physical,100.0
2024-07-02,Others,Strawberry And Cream Cheese (S),4,260,Cash,Physical,65.0
2024-07-03,Sandwich,Cheeseburgerr With Egg,1,42,Cash,Physical,42.0
2024-07-03,Sandwich,Egg Sandwich With Cheese + Coleslaw,3,111,Gcash,Physical,37.0
2024-07-03,Shake,Mango Graham Shake (S),1,65,Cash,Physical,65.0
2024-07-03,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2024-07-03,Others,All In,1,53,Gcash,Physical,53.0
2024-07-03,Sandwich,Egg Sandwich + Coleslaw,3,90,Cash,Physical,30.0
2024-07-03,Sandwich,Burgerr,1,20,Cash,Physical,20.0
2024-07-03,Sandwich,Burgerr + Coleslaw,1,25,Cash,Delivered,25.0
2024-07-03,Others,Strawberry And Cream Cheese (M),4,340,Cash,Physical,85.0
2024-07-03,Others,Strawberry And Cream Cheese (S),1,65,Gcash,Physical,65.0
2024-07-03,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical,45.0
2024-07-03,Others,All In,1,53,Cash,Physical,53.0
2024-07-03,Shake,Mango Graham Shake (S),3,195,Cash,Physical,65.0
2024-07-03,Sandwich,Egg Sandwich + Coleslaw,1,30,Cash,Physical,30.0
2024-07-03,Others,Siomai,3,30,Cash,Delivered,10.0
2024-07-03,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical,32.0
2024-07-03,Shake,Mango Graham Shake (M),1,85,Cash,Physical,85.0
2024-07-03,Shake,Smoothie (L),1,100,Cash,Physical,100.0
2024-07-03,Shake,Mango Graham Shake (M),1,85,Cash,Physical,85.0
2024-07-03,Sandwich,Burgerr,3,60,Cash,Physical,20.0
2024-07-03,Sandwich,Ham Sandwich With Egg And Cheese,2,90,Cash,Physical,45.0
2024-07-03,Sandwich,Cheeseburgerr With Egg + Coleslaw,1,47,Cash,Physical,47.0
2024-07-03,Sandwich,Burgerr + Coleslaw,1,25,Cash,Physical,25.0
2024-07-03,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Gcash,Physical,45.0
2024-07-03,Shake,Mango Shake (M),1,70,Cash,Physical,70.0
2024-07-03,Shake,Mango Graham Shake (M),1,85,Cash,Physical,85.0
2024-07-03,Shake,Avocado Shake (L),1,90,Cash,Physical,90.0
2024-07-03,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2024-07-03,Shake,Mango Shake (S),1,50,Cash,Physical,50.0
2024-07-04,Sandwich,Egg Sandwich With Cheese,4,128,Cash,Physical,32.0
2024-07-04,Shake,Mango Graham Shake (S),1,65,Cash,Physical,65.0
2024-07-04,Sandwich,Ham Sandwich With Cheese,1,32,Gcash,Physical,32.0
2024-07-04,Sandwich,Cheeseburgerr With Ham,2,80,Cash,Physical,40.0
2024-07-04,Shake,Mango Shake (L),1,90,Cash,Delivered,90.0
2024-07-04,Shake,Special Mango Shake With Boba (S),1,70,Gcash,Physical,70.0
2024-07-04,Sandwich,Egg Sandwich With Cheese,4,128,Cash,Physical,32.0
2024-07-04,Shake,Avocado Shake (M),3,210,Cash,Physical,70.0
2024-07-04,Sandwich,Burgerr With Ham,1,35,Cash,Physical,35.0
2024-07-04,Shake,Special Mango Shake With Boba (M),1,90,Gcash,Physical,90.0
2024-07-04,Sandwich,Cheeseburgerr With Ham,1,40,Cash,Physical,40.0
2024-07-04,Shake,Mango Graham Shake (L),1,105,Cash,Physical,105.0
2024-07-04,Sandwich,Cheeseburgerr With Ham,4,160,Cash,Physical,40.0
2024-07-04,Sandwich,Burgerr With Ham,1,35,Gcash,Physical,35.0
2024-07-04,Sandwich,Cheeseburgerr With Ham,1,40,Cash,Physical,40.0
2024-07-04,Sandwich,Ham Sandwich With Egg + Coleslaw,5,225,Cash,Physical,45.0
2024-07-04,Shake,Avocado Shake (M),1,70,Cash,Physical,70.0
2024-07-04,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical,110.0
2024-07-04,Shake,Mango Shake (L),3,270,Cash,Physical,90.0
2024-07-04,Shake,Special Mango Shake With Boba (L),2,220,Cash,Physical,110.0
2024-07-05,Sandwich,Burgerr With Ham,1,35,Cash,Physical,35.0
2024-07-05,Sandwich,Ham Sandwich,1,27,Cash,Delivered,27.0
2024-07-05,Sandwich,Egg Sandwich With Cheese,5,160,Cash,Physical,32.0
2024-07-05,Sandwich,Egg Sandwich With Cheese,2,64,Cash,Physical,32.0
2024-07-05,Shake,Smoothie (L),1,100,Cash,Physical,100.0
2024-07-05,Sandwich,Burgerr,1,20,Gcash,Physical,20.0
2024-07-05,Sandwich,Cheeseburgerr,1,27,Gcash,Physical,27.0
2024-07-05,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical,90.0
2024-07-05,Shake,Mango Graham Shake (S),3,195,Cash,Physical,65.0
2024-07-05,Sandwich,Burgerr,1,20,Cash,Physical,20.0
2024-07-05,Sandwich,Burgerr With Ham,1,35,Cash,Physical,35.0
2024-07-05,Shake,Smoothie (L),1,100,Cash,Physical,100.0
2024-07-05,Sandwich,Cheeseburgerr With Ham + Coleslaw,1,45,Cash,Physical,45.0
2024-07-05,Others,Cheese Stick,1,2,Cash,Physical,2.0
2024-07-05,Shake,Smoothie (L),4,400,Cash,Physical,100.0
2024-07-05,Shake,Avocado Shake (S),1,50,Gcash,Physical,50.0
2024-07-05,Sandwich,Ham Sandwich With Egg And Cheese,5,225,Cash,Physical,45.0
2024-07-05,Shake,Avocado Shake (L),1,90,Cash,Physical,90.0
2024-07-05,Shake,Special Mango Shake With Boba (S),2,140,Cash,Physical,70.0
2024-07-05,Shake,Mango Graham Shake (M),1,85,Cash,Physical,85.0
2024-07-05,Shake,Avocado Shake (L),2,180,Cash,Physical,90.0
2024-07-05,Shake,Mango Shake (M),3,210,Gcash,Physical,70.0
2024-07-05,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2024-07-05,Others,Strawberry And Cream Cheese (M),1,85,Gcash,Physical,85.0
2024-07-05,Sandwich,Egg Sandwich + Coleslaw,1,30,Cash,Physical,30.0
2024-07-05,Others,Cheese Stick,2,4,Gcash,Physical,2.0
2024-07-06,Shake,Special Mango Shake With Boba (S),2,140,Gcash,Physical,70.0
2024-07-06,Others,French Fries,1,25,Cash,Physical,25.0
2024-07-06,Shake,Smoothie (M),2,160,Cash,Physical,80.0
2024-07-06,Sandwich,Cheeseburgerr With Ham,1,40,Cash,Physical,40.0
2024-07-06,Others,Cheese Stick,1,2,Cash,Physical,2.0
2024-07-06,Sandwich,Cheeseburgerr With Ham,3,120,Cash,Physical,40.0
2024-07-06,Shake,Mango Shake (S),1,50,Cash,Physical,50.0
2024-07-06,Sandwich,Ham Sandwich With Egg And Cheese,2,90,Cash,Physical,45.0
2024-07-06,Shake,Smoothie (M),1,80,Cash,Physical,80.0
2024-07-06,Shake,Smoothie (S),1,60,Cash,Physical,60.0
2024-07-06,Others,Popcorn,1,10,Cash,Physical,10.0
2024-07-06,Sandwich,Cheeseburgerr + Coleslaw,1,32,Cash,Physical,32.0
2024-07-06,Shake,Smoothie (L),1,100,Gcash,Delivered,100.0
2024-07-06,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical,110.0
2024-07-06,Sandwich,Cheeseburgerr With Ham + Coleslaw,1,45,Cash,Physical,45.0
2024-07-06,Sandwich,Burgerr With Ham,1,35,Cash,Physical,35.0
2024-07-06,Sandwich,Egg Sandwich,1,25,Cash,Physical,25.0
2024-07-06,Shake,Special Mango Shake With Boba (L),3,330,Cash,Physical,110.0
2024-07-06,Shake,Avocado Shake (M),1,70,Cash,Physical,70.0
2024-07-06,Shake,Smoothie (S),1,60,Gcash,Physical,60.0
2024-07-06,Shake,Mango Shake (S),1,50,Cash,Physical,50.0
2024-07-06,Shake,Smoothie (M),1,80,Cash,Physical,80.0
2024-07-06,Sandwich,Egg Sandwich With Cheese + Coleslaw,2,74,Cash,Physical,37.0
2024-07-06,Sandwich,Egg Sandwich,4,100,Cash,Physical,25.0
2024-07-06,Shake,Mango Graham Shake (L),1,105,Cash,Physical,105.0
2024-07-06,Shake,Avocado Shake (L),1,90,Cash,Physical,90.0
2024-07-06,Shake,Mango Shake (S),1,50,Cash,Physical,50.0
2024-07-06,Shake,Avocado Shake (L),2,180,Cash,Physical,90.0
2024-07-06,Sandwich,Cheeseburgerr With Egg + Coleslaw,3,141,Cash,Physical,47.0
2024-07-06,Shake,Avocado Shake (M),1,70,Cash,Physical,70.0
2024-07-06,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical,110.0
2024-07-06,Sandwich,Egg Sandwich,5,125,Cash,Physical,25.0
2024-07-06,Sandwich,Cheeseburgerr,1,27,Gcash,Physical,27.0
2024-07-06,Shake,Mango Shake (S),1,50,Cash,Physical,50.0
2024-07-06,Shake,Smoothie (L),1,100,Cash,Physical,100.0
2024-07-06,Shake,Special Mango Shake With Boba (L),5,550,Cash,Physical,110.0
2024-07-06,Shake,Avocado Shake (S),1,50,Cash,Physical,50.0
2024-07-07,Shake,Avocado Shake (M),1,70,Cash,Physical,70.0
2024-07-07,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2024-07-07,Sandwich,Cheeseburgerr With Egg,1,42,Cash,Physical,42.0
2024-07-07,Shake,Smoothie (S),1,60,Cash,Physical,60.0
2024-07-07,Shake,Mango Graham Shake (M),1,85,Cash,Delivered,85.0
2024-07-07,Shake,Smoothie (S),1,60,Cash,Physical,60.0
2024-07-07,Shake,Mango Shake (M),1,70,Cash,Physical,70.0
2024-07-07,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical,37.0
2024-07-07,Shake,Smoothie (S),4,240,Gcash,Physical,60.0
2024-07-07,Shake,Mango Shake (S),1,50,Cash,Physical,50.0
2024-07-07,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical,90.0
2024-07-07,Shake,Avocado Shake (S),1,50,Cash,Physical,50.0
2024-07-07,Shake,Smoothie (L),5,500,Cash,Physical,100.0
2024-07-07,Shake,Mango Graham Shake (S),2,130,Cash,Physical,65.0
2024-07-07,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical,45.0
2024-07-07,Sandwich,Cheeseburgerr With Ham,1,40,Cash,Physical,40.0
2024-07-07,Shake,Avocado Shake (L),1,90,Gcash,Physical,90.0
2024-07-07,Shake,Smoothie (M),4,320,Cash,Physical,80.0
2024-07-07,Others,All In,1,53,Cash,Physical,53.0
2024-07-07,Others,Popcorn,2,20,Cash,Physical,10.0
2024-07-07,Others,Strawberry And Cream Cheese (M),1,85,Cash,Physical,85.0
2024-07-07,Sandwich,Burgerr With Ham + Coleslaw,1,40,Cash,Physical,40.0
2024-07-07,Shake,Mango Graham Shake (M),1,85,Cash,Physical,85.0
2024-07-07,Shake,Smoothie (L),4,400,Cash,Physical,100.0
2024-07-07,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical,32.0
2024-07-07,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical,110.0
2024-07-07,Shake,Avocado Shake (S),5,250,Gcash,Physical,50.0
2024-07-08,Shake,Mango Graham Shake (L),3,315,Cash,Physical,105.0
2024-07-08,Shake,Smoothie (M),2,160,Cash,Physical,80.0
2024-07-08,Sandwich,Cheeseburgerr + Coleslaw,1,32,Cash,Physical,32.0
2024-07-08,Others,French Fries,3,75,Cash,Physical,25.0
2024-07-08,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical,110.0
2024-07-08,Sandwich,Ham Sandwich,1,27,Cash,Physical,27.0
2024-07-08,Others,All In,1,53,Gcash,Physical,53.0
2024-07-08,Shake,Avocado Shake (S),1,50,Cash,Physical,50.0
2024-07-08,Sandwich,Cheeseburgerr With Egg,3,126,Cash,Physical,42.0
2024-07-08,Shake,Smoothie (S),5,300,Cash,Physical,60.0
2024-07-08,Shake,Mango Shake (S),1,50,Cash,Delivered,50.0
2024-07-08,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,1,50,Cash,Physical,50.0
2024-07-08,Shake,Mango Graham Shake (M),1,85,Cash,Physical,85.0
2024-07-08,Sandwich,Cheeseburgerr With Egg,1,42,Cash,Physical,42.0
2024-07-08,Shake,Avocado Shake (L),1,90,Cash,Physical,90.0
2024-07-08,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical,32.0
2024-07-08,Shake,Smoothie (S),1,60,Cash,Physical,60.0
2024-07-08,Shake,Mango Graham Shake (M),1,85,Cash,Physical,85.0
2024-07-08,Others,Popcorn,1,10,Cash,Physical,10.0
2024-07-08,Others,Siomai,1,10,Cash,Physical,10.0
2024-07-08,Sandwich,Ham Sandwich,4,108,Cash,Physical,27.0
2024-07-08,Shake,Avocado Shake (S),1,50,Cash,Physical,50.0
2024-07-08,Shake,Mango Graham Shake (S),3,195,Cash,Physical,65.0
2024-07-08,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical,40.0
2024-07-08,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical,32.0
2024-07-08,Others,French Fries,1,25,Cash,Physical,25.0
2024-07-08,Shake,Special Mango Shake With Boba (S),1,70,Cash,Delivered,70.0
2024-07-08,Shake,Mango Graham Shake (L),1,105,Cash,Physical,105.0
2024-07-08,Sandwich,Egg Sandwich,1,25,Cash,Physical,25.0
2024-07-08,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical,45.0
2024-07-08,Shake,Mango Graham Shake (M),4,340,Cash,Physical,85.0
2024-07-08,Sandwich,Burgerr + Coleslaw,1,25,Cash,Physical,25.0
2024-07-08,Sandwich,Burgerr With Ham + Coleslaw,1,40,Cash,Physical,40.0
2024-07-09,Others,Strawberry And Cream Cheese (L),5,525,Cash,Physical,105.0
2024-07-09,Shake,Mango Graham Shake (S),1,65,Cash,Physical,65.0
2024-07-09,Shake,Mango Graham Shake (M),5,425,Cash,Physical,85.0
2024-07-09,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical,32.0
2024-07-09,Shake,Smoothie (L),3,300,Cash,Physical,100.0
2024-07-09,Sandwich,Ham Sandwich,2,54,Cash,Physical,27.0
2024-07-09,Shake,Smoothie (L),5,500,Cash,Physical,100.0
2024-07-09,Shake,Mango Graham Shake (S),1,65,Gcash,Physical,65.0
2024-07-09,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2024-07-09,Shake,Smoothie (M),1,80,Cash,Delivered,80.0
2024-07-09,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical,110.0
2024-07-09,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical,105.0
2024-07-09,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical,37.0
2024-07-09,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical,45.0
2024-07-09,Shake,Smoothie (L),1,100,Gcash,Physical,100.0
2024-07-09,Others,Cheese Stick,1,2,Cash,Physical,2.0
2024-07-09,Shake,Mango Graham Shake (L),2,210,Cash,Physical,105.0
2024-07-10,Shake,Smoothie (L),1,100,Cash,Physical,100.0
2024-07-10,Shake,Mango Graham Shake (L),1,105,Cash,Physical,105.0
2024-07-10,Shake,Avocado Shake (M),1,70,Cash,Physical,70.0
2024-07-10,Others,Strawberry And Cream Cheese (S),1,65,Cash,Physical,65.0
2024-07-10,Sandwich,Ham Sandwich,5,135,Cash,Physical,27.0
2024-07-10,Sandwich,Cheeseburgerr With Ham,3,120,Cash,Physical,40.0
2024-07-10,Shake,Mango Graham Shake (S),5,325,Cash,Physical,65.0
2024-07-10,Shake,Mango Graham Shake (S),1,65,Cash,Physical,65.0
2024-07-10,Shake,Smoothie (L),1,100,Cash,Physical,100.0
2024-07-10,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2024-07-10,Shake,Mango Shake (L),4,360,Cash,Physical,90.0
2024-07-10,Shake,Mango Graham Shake (S),1,65,Cash,Physical,65.0
2024-07-10,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,1,50,Gcash,Physical,50.0
2024-07-10,Shake,Special Mango Shake With Boba (S),4,280,Cash,Physical,70.0
2024-07-10,Shake,Smoothie (L),1,100,Gcash,Physical,100.0
2024-07-10,Shake,Avocado Shake (L),1,90,Gcash,Physical,90.0
2024-07-10,Sandwich,Ham Sandwich + Coleslaw,3,96,Cash,Physical,32.0
2024-07-10,Shake,Avocado Shake (S),1,50,Cash,Physical,50.0
2024-07-11,Sandwich,Cheeseburgerr With Egg + Coleslaw,1,47,Cash,Physical,47.0
2024-07-11,Shake,Smoothie (L),1,100,Gcash,Physical,100.0
2024-07-11,Shake,Smoothie (L),1,100,Cash,Physical,100.0
2024-07-11,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical,32.0
2024-07-11,Shake,Smoothie (S),1,60,Cash,Physical,60.0
2024-07-11,Sandwich,Ham Sandwich With Egg + Coleslaw,4,180,Cash,Physical,45.0
2024-07-11,Others,French Fries,4,100,Cash,Physical,25.0
2024-07-11,Sandwich,Cheeseburgerr With Egg,3,126,Gcash,Physical,42.0
2024-07-11,Sandwich,Ham Sandwich With Egg + Coleslaw,5,225,Gcash,Delivered,45.0
2024-07-11,Sandwich,Ham Sandwich + Coleslaw,2,64,Cash,Physical,32.0
2024-07-11,Sandwich,Cheeseburgerr With Egg,4,168,Cash,Physical,42.0
2024-07-11,Shake,Avocado Shake (S),1,50,Cash,Delivered,50.0
2024-07-11,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical,45.0
2024-07-11,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical,37.0
2024-07-11,Shake,Avocado Shake (S),1,50,Cash,Delivered,50.0
2024-07-11,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2024-07-11,Shake,Mango Graham Shake (L),1,105,Cash,Physical,105.0
